"Record ID","Survey Identifier","Survey Timestamp","Participant classification","Please enter your classification",College,"Main department","Main department","Please write down your main department",Gender,Race/Ethnicity,"Please enter your ethnicity","What type of computer user are you?","My primary computer is a","What year was your computer purchased?","What is the size of your computer screen?","The screen size of your computer","Do you have a warranty on your computer?","Warranty on your computer","Do you have a webcam?","How would you rate your computer?","What model is your computer?","Computer model","Computer ownership","Computer ownership","What is the operating system that you use?","Operating system","Operating system version","Operating system version","Computer processor","Please write your computer processor","Computer memory size (RAM)","Computer hard disk","Current size of your data in the computer's hard disk","Do you backup the data from your computer?","What backup method do you use?","Brand of external back-up disk","Please write down the brand of external back-up disk","Brand of cloud","Please write down the brand of your cloud back-up","Backup frequency","Have you set up automatic backups?","Have you experienced a catastrophic loss of data in the last three years?","Are you familiar with the UH Microsoft 365 OneDrive for automated, incremental backups?","Do you have a secondary computer device?","Is it synced with your primary computer device?","Do you have a smartphone?","Smartphone brand","Please write down the name of your smartphone","Smartphone model","Please write down the model of your smartphone","Do you have a smartwatch?","Smartwatch brand","Please write down the name of your smartwatch","Smartwatch model","Please write down the model of your smartwatch","What is your preferred course delivery format for courses in the Fall 2020 semester?","How confident do you feel installing and configuring software (docker containers, VPN, backup software, and others) by yourself on your computer?","Speed of your home Internet","Given your online course experience from Spring 2020, how reliable has your Internet connectivity been overall?","If you were provided adequate IT support to setup your primary computers with needed coursework software, how likely would you use the on campus Computer Labs in a future semester?","Would it be beneficial for IT personnel to have office hours (like a help desk) to assist you with with course-related software issues, general computer systems issues, and other related challenges?",Complete?
225,,"2020-06-22 12:59:57",Senior,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,"External backup disk",Other,SanDisk,,,Daily,Yes,No,No,Yes,Yes,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online",Neutral,"100 - 300 Mbps",Excellent,"Very unlikely",Maybe,Complete
226,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Average,Other,"Microsoft 360",Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
227,,"2020-06-22 13:00:33","Doctoral Student (PhD)",,,Physics,,,Male,White,,"Power User [... plus programming/analytics]",Desktop,2016,17'',,No,,No,Good,Other,"AMD Ryzen","University property",,Other,"Ubuntu ",Other,16.04,"AMD Ryzen",,"32 GB","> 1 TB","> 1 TB",Yes,Both,Seagate,,"Apple iCloud",,Daily,Yes,No,Yes,Yes,No,Yes,iPhone,,Other,"iPhone SE",No,,,,,"Fully Online","Very confident","> 500 Mbps",Excellent,"Neither likely nor unlikely",Maybe,Complete
228,,"[not completed]",,,,,,,,,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
229,,"2020-06-22 13:00:52",Freshman,,,Other,,"Biomedical Sciences ",Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Other,No,No,Yes,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,Face-to-Face,"Somewhat confident","100 - 300 Mbps",Average,"Somewhat likely",Yes,Complete
230,,"[not completed]",Sophomore,,,"Earth and Atmospheric Sciences",,,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,14'',,No,,"Built-in to my computer",Fair,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
231,,"2020-06-22 13:01:20","Doctoral Student (PhD)",,,Chemistry,,,Male,White,,"Power User [... plus programming/analytics]",Laptop,2020,13'',,No,,"Built-in to my computer",Excellent,Other,"asus zenbook",Own,,"Windows OS",,"Windows 10 Home",,"AMD Ryzen",,"8 GB","512 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,Yes,Yes,Yes,Yes,Yes,Yes,Samsung,,Other,s8,No,,,,,Face-to-Face,"Very confident","100 - 300 Mbps",Average,"Very unlikely",Maybe,Complete
232,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Other,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
233,,"2020-06-22 13:03:11","Doctoral Student (PhD)",,,Chemistry,,,Male,White,,"Standard User [document writing/email/web]",Laptop,2019,14'',,"1 year",,"Built-in to my computer",Average,Other,"Acer ",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"> 32 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",,,,,Monthly,No,No,Yes,Yes,No,Yes,iPhone,,Other,"iPhone 7",No,,,,,"Fully Online","Moderately confident","300 - 500 Mbps",Good,"Very unlikely",Maybe,Complete
234,,"2020-06-22 13:01:44",Sophomore,,,"Computer Science",,,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"4 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,Face-to-Face,"Somewhat confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
235,,"2020-06-22 13:03:31",Sophomore,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2018,14'',,No,,"Built-in to my computer",Average,Other,"HP Stream",Own,,"Windows OS",,Other,"Windows 8","Intel Core i7",,"4 GB","128 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online","Somewhat confident","100 - 300 Mbps",Average,"Somewhat likely",Yes,Complete
236,,"2020-06-22 13:03:11",Senior,,,"Computer Science",,,Male,Other,Pakistani,"Power User [... plus programming/analytics]",Desktop,2017,17'',,"3 year",,External,Excellent,Other,"iBuypower 2017 Gen",Own,,"Windows OS",,"Windows 10 Pro",,"AMD Ryzen",,"16 GB","1 TB","500 GB - 1 TB",Yes,"External backup disk",Seagate,,,,Weekly,Yes,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Moderately confident","< 100 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
237,,"2020-06-22 13:06:57",Senior,,,"Computer Science",,,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2017,13'',,No,,"Built-in to my computer",Fair,Other,"lenovo Yoga 720",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Both,Samsung,,"Google Drive",,Monthly,No,Yes,Yes,Yes,Yes,Yes,Samsung,,Other,"s10 plus",No,,,,,Face-to-Face,"Very confident","> 500 Mbps",Excellent,"Neither likely nor unlikely",No,Complete
238,,"2020-06-22 13:05:29",Senior,,,"Earth and Atmospheric Sciences",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,No,Fair,Other,"HP Pavilion",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,iPhone,,Other,"iPhone 7",No,,,,,Face-to-Face,"Somewhat confident","< 100 Mbps",Poor,"Very likely",Yes,Complete
239,,"[not completed]",Senior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,15'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
240,,"2020-06-22 13:07:36",Senior,,,"Biology and Biochemistry",,,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Face-to-Face,"Very confident","100 - 300 Mbps",Good,"Somewhat unlikely",Yes,Complete
241,,"2020-06-22 13:07:42","Masters Student (MS)",,,Mathematics,,,Male,White,,"Power User [... plus programming/analytics]",Desktop,2018,Other,"24""",No,,No,Good,Other,"Custom PC",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"16 GB","> 1 TB","> 1 TB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,"iPhone 7",No,,,,,Hybrid/Blended,"Very confident","100 - 300 Mbps",Good,"Very unlikely",Yes,Complete
242,,"2020-06-22 13:06:46",Senior,,,"Biology and Biochemistry",,,Male,"African American",,"Standard User [document writing/email/web]",Laptop,2017,14'',,No,,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,No,,Yes,Samsung,,Other,"Galaxy S8+",No,,,,,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
243,,"[not completed]",Senior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
244,,"2020-06-22 13:16:44",Senior,,,"Computer Science",,,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2017,15'',,No,,"Built-in to my computer",Excellent,Other,"Lenovo Legion Y520",Own,,"Windows OS",,Other,"Windows 10 Education","Intel Core i7",,"16 GB","> 1 TB","> 1 TB",Yes,Both,WD,,"Google Drive",,Other,No,No,No,Yes,No,Yes,Other,OnePlus,Other,6,No,,,,,"Fully Online","Very confident","< 100 Mbps",Good,"Very unlikely",Yes,Complete
245,,"2020-06-22 13:43:05",Freshman,,,"Biology and Biochemistry",,,Female,Other,Turkish,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Good,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Moderately confident","300 - 500 Mbps",Excellent,"Neither likely nor unlikely",Yes,Complete
246,,"2020-06-22 13:14:40","Doctoral Student (PhD)",,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Average,Other,Hp,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"32 GB","512 GB","100 GB - 500 GB",No,,,,,,,,Yes,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,Neutral,"< 100 Mbps",Fair,"Somewhat unlikely",Maybe,Complete
247,,"2020-06-22 13:19:34",Senior,,,"Biology and Biochemistry",,,Female,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2016,13'',,"1 year",,"Built-in to my computer",Poor,"Apple Macbook Air",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Not confident","100 - 300 Mbps",Excellent,"Neither likely nor unlikely",Maybe,Complete
248,,"2020-06-22 13:17:31",Junior,,,"Computer Science",,,Male,White,,"Power User [... plus programming/analytics]",Desktop,2018,15'',,Other,"CPU: 1 year, Graphics card: 1 year, Power supply: 2 years",External,Excellent,Other,"Built myself",Own,,Other,"Linux Mint",Other,"Tricia - Cinnamon","AMD Ryzen",,"16 GB","> 1 TB","> 1 TB",No,,,,,,,,No,Yes,Yes,No,No,,,,,No,,,,,Hybrid/Blended,"Very confident","< 100 Mbps",Fair,"Somewhat unlikely",No,Complete
249,,"2020-06-22 13:21:11",Sophomore,,,"Biology and Biochemistry",,,Female,Other,"North African","Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"8 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 4",,Face-to-Face,"Somewhat confident","< 100 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
250,,"2020-06-22 13:18:12",Senior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Tablet,2020,13'',,No,,"Built-in to my computer",Good,Other,"Apple iPad Pro",Own,,"Chrome OS",,Other,"Not sure",Other,"No idea","> 32 GB","512 GB","< 100 GB",No,,,,,,,,Yes,No,Yes,No,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online","Not confident","300 - 500 Mbps",Good,"Very likely",Yes,Complete
251,,"2020-06-22 13:19:17","Doctoral Student (PhD)",,,"Biology and Biochemistry",,,Male,White,,"Standard User [document writing/email/web]",Laptop,2019,15'',,"3 year",,"Built-in to my computer",Good,Other,"Lenovo IdeaPad S340",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i5",,"16 GB","256 GB","< 100 GB",Yes,Cloud,,,"Google Drive",,Daily,Yes,No,Yes,No,,Yes,Other,"Sony xperia",Other,"Sony xperia",Yes,Samsung,,"Samsung Galaxy Watch",,Hybrid/Blended,Neutral,"100 - 300 Mbps",Good,"Somewhat likely",Yes,Complete
252,,"2020-06-22 13:27:13",Senior,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Average,Other,"HP Pavilion",Own,,"Windows OS",,"Windows 10 Pro",,Other,"Intel Core i3","8 GB","1 TB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,Other,"iPhone 6 S",No,,,,,Face-to-Face,"Somewhat confident","< 100 Mbps",Average,"Very unlikely",Yes,Complete
253,,"2020-06-22 13:22:50",Freshman,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2020,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"16 GB","512 GB","< 100 GB",Yes,Cloud,,,"Apple iCloud",,Weekly,No,No,No,Yes,Yes,Yes,iPhone,,"iPhone X Series",,No,,,,,Face-to-Face,"Moderately confident","< 100 Mbps",Good,"Very unlikely",Maybe,Complete
254,,"[not completed]",Senior,,,"Computer Science",,,Female,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2018,13'',,No,,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
255,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
256,,"[not completed]","Post-Baccalaureate (second degree)",,,"Earth and Atmospheric Sciences",,,Male,White,,"Standard User [document writing/email/web]",Laptop,2010,15'',,No,,"Built-in to my computer",Poor,"Apple Macbook Pro",,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
257,,"2020-06-22 13:26:17",Freshman,,,"Biology and Biochemistry",,,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2019,17'',,No,,"Built-in to my computer",Average,Other,"HP Pavilion",Own,,"Windows OS",,"Windows 10 Home",,Other,"Intel Core i3","> 32 GB","1 TB","< 100 GB",No,,,,,,,,No,No,No,,Yes,Other,Motorola,Other,"Motorola G6",No,,,,,"Fully Online","Not confident","100 - 300 Mbps",Fair,"Neither likely nor unlikely",Yes,Complete
258,,"2020-06-22 13:29:35",Sophomore,,,"Biology and Biochemistry",,,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2020,15'',,"1 year",,"Built-in to my computer",Excellent,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,"External backup disk",Other,Toshiba,,,Other,No,No,No,Yes,No,Yes,iPhone,,Other,"iPhone 6",No,,,,,Hybrid/Blended,"Moderately confident","100 - 300 Mbps",Good,"Somewhat likely",Maybe,Complete
259,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Fair,Other,"HP Pavilion",Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
260,,"2020-06-22 13:31:04",Junior,,,Physics,,,Male,Hispanic,,"Standard User [document writing/email/web]",Desktop,2020,Other,"27""",No,,No,Good,Other,"Self Built.",Own,,Other,"Windows and Ubuntu (Linux)","Windows 10 Home",,"AMD Ryzen",,"16 GB","> 1 TB","500 GB - 1 TB",Yes,"External backup disk",Other,Toshiba,,,Monthly,No,No,No,Yes,Yes,Yes,iPhone,,"iPhone X Series",,No,,,,,Hybrid/Blended,"Very confident","< 100 Mbps",Good,"Somewhat likely",Maybe,Complete
261,,"2020-06-22 13:27:16",Junior,,,"Computer Science",,,Transgender,"Asian American",,"Power User [... plus programming/analytics]",Desktop,2020,Other,"24"" and 27""",No,,No,Good,Other,AsRock,Own,,"Windows OS",,"Windows 10 Pro",,"AMD Ryzen",,"16 GB","> 1 TB","500 GB - 1 TB",Yes,"External backup disk",Seagate,,,,Monthly,No,No,Yes,Yes,No,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Moderately confident","300 - 500 Mbps",Average,"Very unlikely",Maybe,Complete
262,,"2020-06-22 13:26:24",Freshman,,,"Biology and Biochemistry",,,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,15'',,No,,No,Average,"Apple Macbook Air",,Own,,"Mac OS",,Other,Mac,"Intel Core i5",,"8 GB","128 GB","100 GB - 500 GB",Yes,"External backup disk",Other,Toshiba,,,Monthly,No,Yes,No,No,,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 3",,Face-to-Face,"Somewhat confident","< 100 Mbps",Fair,"Neither likely nor unlikely",Maybe,Complete
263,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Female,White,,"Standard User [document writing/email/web]",Laptop,2018,15'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Chrome OS",,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
264,,"2020-06-22 13:31:52","Doctoral Student (PhD)",,,"Biology and Biochemistry",,,Female,White,,"Power User [... plus programming/analytics]",Laptop,2020,15'',,"1 year",,"Built-in to my computer",Excellent,Other,"Dell G7",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"32 GB","> 1 TB","< 100 GB",Yes,Both,Seagate,,"Microsoft OneDrive",,Daily,Yes,No,Yes,Yes,No,Yes,Google,,"Google Pixel 4",,No,,,,,Hybrid/Blended,"Very confident","> 500 Mbps",Good,"Very unlikely",Yes,Complete
265,,"2020-06-22 13:32:18",Freshman,,,"Biology and Biochemistry",,,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2020,15'',,Other,"2 years","Built-in to my computer",Excellent,"Dell Inspiron 3000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"4 GB","128 GB","< 100 GB",No,,,,,,,,No,No,Yes,No,Yes,Other,"Motorola ",Other,"Moto G6",No,,,,,"Fully Online","Moderately confident","100 - 300 Mbps",Good,"Somewhat likely",Yes,Complete
266,,"[not completed]",Sophomore,,,"Biology and Biochemistry",,,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
267,,"[not completed]",Senior,,,"Earth and Atmospheric Sciences",,,Female,White,,"Standard User [document writing/email/web]",Laptop,2012,14'',,No,,"Built-in to my computer",Average,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
268,,"2020-06-22 13:29:59",Junior,,,Mathematics,,,Male,White,,"Standard User [document writing/email/web]",Desktop,2018,13'',,No,,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"32 GB","256 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,"iPhone X Series",,No,,,,,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Good,"Somewhat unlikely",Yes,Complete
269,,"2020-06-22 13:30:31",Freshman,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2013,Other,"11""",No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,"High Sierra",,"Intel Core i5",,"8 GB","128 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Face-to-Face,Neutral,"300 - 500 Mbps",Average,"Somewhat likely",Yes,Complete
270,,"2020-06-22 13:31:55","Doctoral Student (PhD)",,,"Computer Science",,,Male,Hispanic,,"Power User [... plus programming/analytics]",Desktop,2020,Other,34,No,,External,Excellent,Other,"I built it",Own,,"Windows OS",,"Windows 10 Home",,"AMD Ryzen",,"> 32 GB","> 1 TB","< 100 GB",Yes,Both,Seagate,,"Microsoft OneDrive",,Other,No,No,No,Yes,Yes,Yes,Other,OnePlus,Other,"OnePlus 5T",Yes,Other,Android,Other,Huwaii,"Fully Online","Very confident","< 100 Mbps",Good,"Very unlikely",No,Complete
271,,"2020-06-22 13:32:48",Sophomore,,,Physics,,,Female,Other,Iranian,"Power User [... plus programming/analytics]",Laptop,2019,15'',,"1 year",,"Built-in to my computer",Average,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"32 GB","512 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Other,Yes,No,Yes,No,,Yes,iPhone,,"iPhone 8",,No,,,,,Hybrid/Blended,"Moderately confident","300 - 500 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
272,,"2020-06-22 13:51:14",Junior,,,"Biology and Biochemistry",,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2016,Other,"11""",No,,"Built-in to my computer",Excellent,Other,"Samsung ",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i9",,"4 GB","128 GB","< 100 GB",Yes,Cloud,,,"Microsoft OneDrive",,Weekly,Yes,No,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online",Neutral,"300 - 500 Mbps",Excellent,"Somewhat likely",Yes,Complete
273,,"2020-06-22 13:35:00",Sophomore,,,Chemistry,,,Male,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2019,15'',,"1 year",,"Built-in to my computer",Excellent,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,Yes,Other,"Lg ",Other,"Stylo 4",Yes,Other,Fossil,Other,"Sport wear OS",Face-to-Face,"Moderately confident","< 100 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
274,,"[not completed]","Doctoral Student (PhD)",,,"Biology and Biochemistry",,,Female,"International (visa holders)",,"Power User [... plus programming/analytics]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
275,,"2020-06-22 13:33:47",Junior,,,"Computer Science",,,Male,White,,"Power User [... plus programming/analytics]",Laptop,2018,15'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,Other,"OnePlus 5T",Other,"OnePlus 5T",No,,,,,Face-to-Face,"Very confident","< 100 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
276,,"2020-06-22 13:36:39","Doctoral Student (PhD)",,,"Earth and Atmospheric Sciences",,,Male,White,,"Power User [... plus programming/analytics]",Laptop,2018,15'',,No,,"Built-in to my computer",Excellent,Other,System76,Own,,Other,Linux,Other,"Pop OS 20.04","Intel Core i9",,"> 32 GB","512 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,Other,"Iphone SE",No,,,,,"Fully Online","Moderately confident","> 500 Mbps",Excellent,"Very unlikely",Maybe,Complete
277,,"2020-06-22 13:47:32",Junior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Good,Other,"HP Pavilion Laptop 15",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","1 TB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Somewhat confident","< 100 Mbps",Good,"Somewhat likely",Maybe,Complete
278,,"[not completed]",Freshman,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
279,,"[not completed]",Junior,,,"Biology and Biochemistry",,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Excellent,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,,,,,,,Incomplete
