"Record ID","Survey Identifier","Survey Timestamp","Participant classification","Please enter your classification","Main department","Please write down your main department",Gender,Race/Ethnicity,"Please enter your ethnicity","What type of computer user are you?","My primary computer is a","What year was your computer purchased?","What is the size of your computer screen?","The screen size of your computer","Do you have a warranty on your computer?","Warranty on your computer","Do you have a webcam?","How would you rate your computer?","What model is your computer?","Computer model","Computer ownership","Computer ownership","What is the operating system that you use?","Operating system","Operating system version","Operating system version","Computer processor","Please write your computer processor","Computer memory size (RAM)","Computer hard disk","Current size of your data in the computer's hard disk","Do you backup the data from your computer?","What backup method do you use?","Brand of external back-up disk","Please write down the brand of external back-up disk","Brand of cloud","Please write down the brand of your cloud back-up","Backup frequency","Have you set up automatic backups?","Have you experienced a catastrophic loss of data in the last three years?","Are you familiar with the UH Microsoft 365 OneDrive for automated, incremental backups?","Do you have a secondary computer device?","Is it synced with your primary computer device?","Do you have a smartphone?","Smartphone brand","Please write down the name of your smartphone","Smartphone model","Please write down the model of your smartphone","Do you have a smartwatch?","Smartwatch brand","Please write down the name of your smartwatch","Smartwatch model","Please write down the model of your smartwatch","What is your preferred course delivery format for courses in the Fall 2020 semester?","How confident do you feel installing and configuring software (docker containers, VPN, backup software, and others) by yourself on your computer?","Speed of your home Internet","Given your online course experience from Spring 2020, how reliable has your Internet connectivity been overall?","If you were provided adequate IT support to setup your primary computers with needed coursework software, how likely would you use the on campus Computer Labs in a future semester?","Would it be beneficial for IT personnel to have office hours (like a help desk) to assist you with with course-related software issues, general computer systems issues, and other related challenges?",Complete?
191,,"[not completed]",Junior,,"Computer Science",,"Prefer Not to Say","Prefer Not to Say",,"Power User [... plus programming/analytics]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
192,,"2020-06-22 12:40:29",Junior,,Mathematics,,Male,White,,"Power User [... plus programming/analytics]",Laptop,2018,14'',,No,,"Built-in to my computer",Good,Other,"HP Spectre x 360",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Weekly,Yes,No,No,Yes,Yes,Yes,iPhone,,"iPhone 8",,No,,,,,Face-to-Face,"Moderately confident","300 - 500 Mbps",Excellent,"Somewhat likely",Yes,Complete
193,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,14'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
194,,"2020-06-22 12:41:30","Doctoral Student (PhD)",,Mathematics,,Female,Other,"Middle Eastern","Power User [... plus programming/analytics]",Laptop,2012,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"16 GB","1 TB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,Face-to-Face,Neutral,"100 - 300 Mbps",Average,"Very unlikely",Yes,Complete
195,,"2020-06-22 12:46:32","Doctoral Student (PhD)",,Physics,,Female,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2017,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","100 GB - 500 GB",Yes,Both,Seagate,,"Apple iCloud",,Other,Yes,Yes,No,Yes,No,Yes,Other,"Mi max 2",Other,"Mi max 2",No,,,,,"Fully Online","Moderately confident","100 - 300 Mbps",Good,"Very unlikely",Maybe,Complete
196,,"[not completed]",Junior,,"Computer Science",,Male,White,,"Standard User [document writing/email/web]",Laptop,2019,15'',,"1 year",,"Built-in to my computer",Average,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
197,,"2020-06-22 12:43:58",Sophomore,,"Biology and Biochemistry",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Fair,"Lenovo Yoga",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"16 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Monthly,Yes,No,Yes,No,,Yes,iPhone,,Other,"iPhone 7",No,,,,,"Fully Online","Moderately confident","300 - 500 Mbps",Good,"Very unlikely",Yes,Complete
198,,"2020-06-22 12:43:23","Doctoral Student (PhD)",,"Computer Science",,Male,White,,"Power User [... plus programming/analytics]",Desktop,2018,Other,"24"" x 2 (dual monitor)",No,,External,Good,Other,"Home built Intel processor , Asus MB",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",Yes,"External backup disk",Other,"various USB 32 GB",,,Weekly,No,No,No,Yes,No,Yes,iPhone,,"iPhone 8",,No,,,,,Face-to-Face,"Moderately confident","100 - 300 Mbps",Good,"Somewhat unlikely",Maybe,Complete
199,,"2020-06-22 12:53:43","Doctoral Student (PhD)",,"Earth and Atmospheric Sciences",,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2015,17'',,No,,"Built-in to my computer",Poor,Other,"Dell inspiron 15",Own,,"Windows OS",,Other,"Windows 8","Intel Core i7",,"8 GB","1 TB","500 GB - 1 TB",No,,,,,,,,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,Neutral,"< 100 Mbps",Average,"Somewhat likely",Yes,Complete
200,,"2020-06-22 12:44:48",Senior,,Chemistry,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2016,15'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,Other,"Iphone 7 plus",No,,,,,Hybrid/Blended,"Not confident","< 100 Mbps",Good,"Somewhat unlikely",Maybe,Complete
201,,"2020-06-22 12:51:08",Sophomore,,Mathematics,,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Fair,Other,XPS13,Own,,"Windows OS",,"Windows 10 Home",,Other,i3,"4 GB","256 GB","100 GB - 500 GB",No,,,,,,,,Yes,Yes,Yes,No,Yes,Google,,"Google Pixel 4",,No,,,,,"Fully Online","Moderately confident","< 100 Mbps",Average,"Somewhat unlikely",Yes,Complete
202,,"[not completed]",Freshman,,"Computer Science",,Male,Hispanic,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
203,,"2020-06-22 12:49:16",Sophomore,,"Biology and Biochemistry",,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,"1 year",,"Built-in to my computer",Average,Other,"Dell XPS",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","128 GB","100 GB - 500 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,Other,"iPhone 7",No,,,,,Face-to-Face,"Not confident","100 - 300 Mbps",Fair,"Neither likely nor unlikely",Yes,Complete
204,,"[not completed]",Junior,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Other,"i don't know",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
205,,"2020-06-22 12:50:08",Junior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2016,14'',,No,,"Built-in to my computer",Poor,Other,"hp notebook",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","128 GB","100 GB - 500 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,Other,"iphone 6s",No,,,,,"Fully Online","Not confident","300 - 500 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
206,,"[not completed]",Senior,,Mathematics,,Male,Hispanic,,"Standard User [document writing/email/web]",Tablet,2013,Other,7'',No,,No,Poor,Other,iPad,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
207,,"2020-06-22 12:49:28",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2020,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,Other,"iPhone 6s ",No,,,,,Hybrid/Blended,"Moderately confident","100 - 300 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
208,,"[not completed]",Sophomore,,"Biology and Biochemistry",,Female,"African American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
209,,"2020-06-22 12:49:25",Junior,,"Computer Science",,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2018,13'',,No,,"Built-in to my computer",Fair,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","< 100 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,Yes,No,Yes,Yes,Yes,Yes,iPhone,,Other,"iphone se 2020",No,,,,,Face-to-Face,"Moderately confident","< 100 Mbps",Fair,"Somewhat likely",Maybe,Complete
210,,"2020-06-22 12:53:05","Doctoral Student (PhD)",,"Earth and Atmospheric Sciences",,Female,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2019,14'',,"1 year",,"Built-in to my computer",Good,"Dell Latitude 7000",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",Seagate,,,,Other,No,No,No,Yes,No,Yes,Google,,"Google Pixel 4",,No,,,,,"Fully Online","Very confident","100 - 300 Mbps",Excellent,"Very unlikely",Yes,Complete
211,,"2020-06-22 13:01:46","Post-Baccalaureate (non-degree option)",,Mathematics,,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,External,Average,Other,"Dell G3 Gaming Laptop",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","< 100 GB",Yes,Cloud,,,"Google Drive",,Other,No,No,No,No,,Yes,Google,,Other,"google Pixel 2",No,,,,,"Fully Online","Not confident","300 - 500 Mbps",Excellent,"Very unlikely",Maybe,Complete
212,,"2020-06-22 12:50:41",Sophomore,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,13'',,Other,"1 year warranty - expired","Built-in to my computer",Average,Other,"HP Spectre x360 (13in, late 2017 model)",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"4 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Other,No,No,Yes,No,,Yes,Google,,"Google Pixel 3a",,No,,,,,Hybrid/Blended,"Very confident","< 100 Mbps",Average,"Somewhat unlikely",Yes,Complete
213,,"[not completed]",Freshman,,Mathematics,,Female,White,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
214,,"2020-06-22 12:48:25",Senior,,"Computer Science",,Male,Hispanic,,"Power User [... plus programming/analytics]",Desktop,2020,Other,"28""",No,,External,Excellent,Other,Self-built,Own,,"Windows OS",,"Windows 10 Home",,"AMD Ryzen",,"16 GB","1 TB","500 GB - 1 TB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Very confident","100 - 300 Mbps",Good,"Very unlikely",Maybe,Complete
215,,"2020-06-22 12:56:16",Senior,,"Biology and Biochemistry",,Female,Other,"Middle Eastern ","Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"8 GB","128 GB","< 100 GB",No,,,,,,,,Yes,Yes,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 3",,Face-to-Face,"Not confident","< 100 Mbps",Poor,"Very unlikely",Maybe,Complete
216,,"2020-06-22 12:50:56",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Weekly,Yes,No,Yes,No,,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Not confident","> 500 Mbps",Good,"Very unlikely",Yes,Complete
217,,"[not completed]",Senior,,"Earth and Atmospheric Sciences",,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2016,14'',,No,,"Built-in to my computer",Fair,Other,"HP Realtree",Own,,"Windows OS",,Other,"Idk am I a computer science major?",Other,"How am I to know ","4 GB","128 GB","< 100 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
218,,"[not completed]",Junior,,Mathematics,,Female,Hispanic,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
219,,"2020-06-22 12:54:37","Doctoral Student (PhD)",,"Earth and Atmospheric Sciences",,Female,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2016,15'',,No,,"Built-in to my computer",Fair,Other,"hp ",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","1 TB","500 GB - 1 TB",No,,,,,,,,No,No,Yes,No,Yes,Google,,"Google Pixel 3a",,Yes,Other,"Fossil smart watch",Other,hybrid,Hybrid/Blended,"Very confident","300 - 500 Mbps",Excellent,"Very likely",Yes,Complete
220,,"2020-06-22 12:56:03",Freshman,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,14'',,No,,"Built-in to my computer",Average,Other,"Windows 10",Own,,"Chrome OS",,"Windows 10 Home",,"Intel Core i9",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,Yes,Other,LG,Other,"LG G7 ThinQ",Yes,Fitbit,,"Fitbit Versa",,Face-to-Face,"Somewhat confident","300 - 500 Mbps",Average,"Somewhat likely",Yes,Complete
221,,"2020-06-22 13:01:49","Post-Baccalaureate (second degree)",,"Computer Science",,Male,White,,"Power User [... plus programming/analytics]",Desktop,2016,Other,"24""",No,,No,Excellent,Other,Home-built,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","1 TB","100 GB - 500 GB",Yes,Cloud,,,Dropbox,,Daily,Yes,No,No,Yes,Yes,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Very confident","> 500 Mbps",Excellent,"Somewhat unlikely",Maybe,Complete
222,,"[not completed]",Sophomore,,"Computer Science",,Female,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
223,,"2020-06-22 12:58:00",Freshman,,"Computer Science",,Male,Hispanic,,"Standard User [document writing/email/web]",Tablet,2018,13'',,"1 year",,"Built-in to my computer",Good,Other,"iPad Pro 2nd Gen",Own,,Other,"iPad OS",Other,"Most Recent",Other,N/A,"> 32 GB","256 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,Other,6s,No,,,,,Hybrid/Blended,"Moderately confident","< 100 Mbps",Good,"Very likely",Yes,Complete
224,,"2020-06-22 12:59:53",Freshman,,"Biology and Biochemistry",,Male,Hispanic,,"Standard User [document writing/email/web]",Desktop,2016,Other,"27""","3 year",,No,Excellent,Other,"PowerSpec G432",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i9",,"16 GB","1 TB","500 GB - 1 TB",Yes,Cloud,,,"Microsoft OneDrive",,Other,No,No,No,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Very confident","300 - 500 Mbps",Excellent,"Very unlikely",Maybe,Complete
225,,"2020-06-22 12:59:57",Senior,,"Biology and Biochemistry",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,"External backup disk",Other,SanDisk,,,Daily,Yes,No,No,Yes,Yes,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online",Neutral,"100 - 300 Mbps",Excellent,"Very unlikely",Maybe,Complete
226,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Average,Other,"Microsoft 360",Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
227,,"2020-06-22 13:00:33","Doctoral Student (PhD)",,Physics,,Male,White,,"Power User [... plus programming/analytics]",Desktop,2016,17'',,No,,No,Good,Other,"AMD Ryzen","University property",,Other,"Ubuntu ",Other,16.04,"AMD Ryzen",,"32 GB","> 1 TB","> 1 TB",Yes,Both,Seagate,,"Apple iCloud",,Daily,Yes,No,Yes,Yes,No,Yes,iPhone,,Other,"iPhone SE",No,,,,,"Fully Online","Very confident","> 500 Mbps",Excellent,"Neither likely nor unlikely",Maybe,Complete
228,,"[not completed]",,,,,,,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
229,,"2020-06-22 13:00:52",Freshman,,Other,"Biomedical Sciences ",Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Other,No,No,Yes,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,Face-to-Face,"Somewhat confident","100 - 300 Mbps",Average,"Somewhat likely",Yes,Complete
230,,"[not completed]",Sophomore,,"Earth and Atmospheric Sciences",,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,14'',,No,,"Built-in to my computer",Fair,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
231,,"2020-06-22 13:01:20","Doctoral Student (PhD)",,Chemistry,,Male,White,,"Power User [... plus programming/analytics]",Laptop,2020,13'',,No,,"Built-in to my computer",Excellent,Other,"asus zenbook",Own,,"Windows OS",,"Windows 10 Home",,"AMD Ryzen",,"8 GB","512 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,Yes,Yes,Yes,Yes,Yes,Yes,Samsung,,Other,s8,No,,,,,Face-to-Face,"Very confident","100 - 300 Mbps",Average,"Very unlikely",Maybe,Complete
232,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Other,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
233,,"2020-06-22 13:03:11","Doctoral Student (PhD)",,Chemistry,,Male,White,,"Standard User [document writing/email/web]",Laptop,2019,14'',,"1 year",,"Built-in to my computer",Average,Other,"Acer ",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"> 32 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",,,,,Monthly,No,No,Yes,Yes,No,Yes,iPhone,,Other,"iPhone 7",No,,,,,"Fully Online","Moderately confident","300 - 500 Mbps",Good,"Very unlikely",Maybe,Complete
234,,"2020-06-22 13:01:44",Sophomore,,"Computer Science",,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"4 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,Face-to-Face,"Somewhat confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
235,,"2020-06-22 13:03:31",Sophomore,,"Biology and Biochemistry",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2018,14'',,No,,"Built-in to my computer",Average,Other,"HP Stream",Own,,"Windows OS",,Other,"Windows 8","Intel Core i7",,"4 GB","128 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online","Somewhat confident","100 - 300 Mbps",Average,"Somewhat likely",Yes,Complete
236,,"2020-06-22 13:03:11",Senior,,"Computer Science",,Male,Other,Pakistani,"Power User [... plus programming/analytics]",Desktop,2017,17'',,"3 year",,External,Excellent,Other,"iBuypower 2017 Gen",Own,,"Windows OS",,"Windows 10 Pro",,"AMD Ryzen",,"16 GB","1 TB","500 GB - 1 TB",Yes,"External backup disk",Seagate,,,,Weekly,Yes,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Moderately confident","< 100 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
237,,"2020-06-22 13:06:57",Senior,,"Computer Science",,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2017,13'',,No,,"Built-in to my computer",Fair,Other,"lenovo Yoga 720",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Both,Samsung,,"Google Drive",,Monthly,No,Yes,Yes,Yes,Yes,Yes,Samsung,,Other,"s10 plus",No,,,,,Face-to-Face,"Very confident","> 500 Mbps",Excellent,"Neither likely nor unlikely",No,Complete
238,,"2020-06-22 13:05:29",Senior,,"Earth and Atmospheric Sciences",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,No,Fair,Other,"HP Pavilion",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,iPhone,,Other,"iPhone 7",No,,,,,Face-to-Face,"Somewhat confident","< 100 Mbps",Poor,"Very likely",Yes,Complete
239,,"[not completed]",Senior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,15'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
240,,"2020-06-22 13:07:36",Senior,,"Biology and Biochemistry",,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Face-to-Face,"Very confident","100 - 300 Mbps",Good,"Somewhat unlikely",Yes,Complete
241,,"2020-06-22 13:07:42","Masters Student (MS)",,Mathematics,,Male,White,,"Power User [... plus programming/analytics]",Desktop,2018,Other,"24""",No,,No,Good,Other,"Custom PC",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"16 GB","> 1 TB","> 1 TB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,"iPhone 7",No,,,,,Hybrid/Blended,"Very confident","100 - 300 Mbps",Good,"Very unlikely",Yes,Complete
242,,"2020-06-22 13:06:46",Senior,,"Biology and Biochemistry",,Male,"African American",,"Standard User [document writing/email/web]",Laptop,2017,14'',,No,,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,No,,Yes,Samsung,,Other,"Galaxy S8+",No,,,,,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
243,,"[not completed]",Senior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
244,,"2020-06-22 13:16:44",Senior,,"Computer Science",,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2017,15'',,No,,"Built-in to my computer",Excellent,Other,"Lenovo Legion Y520",Own,,"Windows OS",,Other,"Windows 10 Education","Intel Core i7",,"16 GB","> 1 TB","> 1 TB",Yes,Both,WD,,"Google Drive",,Other,No,No,No,Yes,No,Yes,Other,OnePlus,Other,6,No,,,,,"Fully Online","Very confident","< 100 Mbps",Good,"Very unlikely",Yes,Complete
245,,"2020-06-22 13:43:05",Freshman,,"Biology and Biochemistry",,Female,Other,Turkish,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Good,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Moderately confident","300 - 500 Mbps",Excellent,"Neither likely nor unlikely",Yes,Complete
246,,"2020-06-22 13:14:40","Doctoral Student (PhD)",,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Average,Other,Hp,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"32 GB","512 GB","100 GB - 500 GB",No,,,,,,,,Yes,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,Neutral,"< 100 Mbps",Fair,"Somewhat unlikely",Maybe,Complete
